Tweet,Date,Retweets,,,,
Stocks are down 350 points? Sue me. ,Tue Jan 30 17:48:12 +0000 2018,17,,,,
"Thank you, Little Marco! Your coded messages really help! ",Tue Jan 30 17:15:16 +0000 2018,7,,,,
"I cheat on Melania with porn stars.

I cheat on America with the country that attacked our last election and is pla… ",Tue Jan 30 09:00:15 +0000 2018,94,,,,
This was a really great idea and I thank you for it! ,Tue Jan 30 05:45:39 +0000 2018,5,,,,
"Now that I fired that nut job Comey, got rid of that Hillary-lover McCabe, and had Devin Nunes write that memo givi… ",Tue Jan 30 05:43:51 +0000 2018,104,,,,
"Good news: Melania will be joining me at the #StateOfTheUniom tomorrow night!

Bad news: She wants to give the rebuttal.",Tue Jan 30 04:45:18 +0000 2018,65,,,,
Andrew McCabe's replacement at the FBI must be someone above reproaching me!,Tue Jan 30 00:45:15 +0000 2018,15,,,,
Kim K is trying to distract from my State of the Uniom undress! ,Mon Jan 29 22:45:52 +0000 2018,9,,,,
Fake News Mainstream Media are taking out the old Ronald Reagan playbook and screaming mental stability and intelli… ,Mon Jan 29 22:42:50 +0000 2018,10,,,,
"The State of the Uniom is obstructed, justice-wise ",Mon Jan 29 22:37:32 +0000 2018,8,,,,
"RT @christinawilkie: Trump arguing in court that his Jupiter resort is only worth $15 million, not $20 million like the county assessor say…",Mon Jan 29 22:15:48 +0000 2018,4182,,,,
You can expect mine in the Year 2110. ,Mon Jan 29 21:59:22 +0000 2018,38,,,,
The State of the Uniom is Totally Fucked.,Mon Jan 29 21:39:00 +0000 2018,103,,,,
Many people are saying today's the deadline for implementing sanctions on Russia. Such a difficult decision! ,Mon Jan 29 17:54:25 +0000 2018,98,,,,
"SEVEN IN TEN REPUBLICANS say I'm a good role model for their children! On the other hand, ZERO IN TEN REPUBLICANS s… ",Mon Jan 29 15:46:47 +0000 2018,17,,,,
Paul Ryan received HALF A MILLION from the Koch Brothers days after the tax bill passed! Who cares if V. Putin gave… ,Mon Jan 29 15:37:59 +0000 2018,41,,,,
If Rod Rosentien approved surveillance of Russian spy Carter Page AFTER my coronation he has to go! I promised the… ,Mon Jan 29 15:16:14 +0000 2018,17,,,,
"The Senate voted 98-2 to impose sanctions on Russia for its election interference, but I promised Russia I'd drop s… ",Mon Jan 29 09:46:50 +0000 2018,32,,,,
"Thank you, Nikki Haley! We should not ruin great music with trash like Fire and Fury! You're still cool with workin… ",Mon Jan 29 05:25:39 +0000 2018,151,,,,
I sometimes tweet in bed. But only after the porn stars have left.,Mon Jan 29 03:55:32 +0000 2018,44,,,,
"I would like to thank Devin Nunes, Chuck Grassley, Matt Gaetz, Jim Jordan, Mark Meadows, and Trey Gowdy. Without yo… ",Mon Jan 29 03:40:24 +0000 2018,8,,,,
What Happened at the #GRAMMYs? ,Mon Jan 29 03:35:21 +0000 2018,22,,,,
I'm just glad @OMAROSA found somewhere with less drama and dysfunction than the Trump White House. ,Mon Jan 29 02:56:43 +0000 2018,24,,,,
"I have a terrific plan for building a 5G network. I call it National Socialism""! """,Mon Jan 29 00:24:17 +0000 2018,5,,,,
This is where my whole argument falls apart ,Mon Jan 29 00:04:52 +0000 2018,27,,,,
Has anyone seen Melania?,Sun Jan 28 23:33:40 +0000 2018,121,,,,
"AT&amp;T laid off 4,000... Macy's 10,000... GE 12,000
Carrier's laying off 215 more
Walmart's firing thousands
Toys R U… ",Sun Jan 28 19:56:53 +0000 2018,345,,,,
"Scott Baio molested Nicole Eggert at age 14, but he also spoke at the @GOP convention, so I think Evangelicals shou… ",Sun Jan 28 18:22:15 +0000 2018,258,,,,
Having lunch with Stephen Miller and General Kelly. I'm the least racist person at the table!,Sun Jan 28 17:24:06 +0000 2018,55,,,,
Make Lead and Mercury Poisoning Great Again! ,Sun Jan 28 16:59:33 +0000 2018,36,,,,
Many people are saying Stephen Miller is writing my #StateOfTheUnion address. Not true! He's just translating it fr… ,Sun Jan 28 16:55:59 +0000 2018,136,,,,
Somebody tell Jay-Z that the black unemployment rate is the lowest ever recorded! And show my idiot supporters this… ,Sun Jan 28 15:29:14 +0000 2018,74,,,,
Such a notoriously nasty woman. ,Sun Jan 28 03:24:37 +0000 2018,15,,,,
The ratings will be YUGE! ,Sun Jan 28 02:07:06 +0000 2018,79,,,,
The bots love me. ,Sun Jan 28 02:04:41 +0000 2018,23,,,,
The @GOP used to be the #FamilyValues party. Now they're cool with my history of harassing teens and assaulting wom… ,Sun Jan 28 01:41:49 +0000 2018,90,,,,
I deserve all the credit. ,Sun Jan 28 01:28:17 +0000 2018,6,,,,
"I deeply respect the people of Africa, especially when I realize what a shithole Scott Pruitt is turning America in… ",Sat Jan 27 23:10:58 +0000 2018,10,,,,
"Steve Wynn is a serial sexual predator who preyed on women for many decades, but @GOPChairwoman really wants to kee… ",Sat Jan 27 23:03:53 +0000 2018,5,,,,
Steve Wynn resigns as RNC Finance Chair because Republicans simply won't tolerate a serial sexual predator holding… ,Sat Jan 27 22:34:08 +0000 2018,50,,,,
5 million Russian bots voted illegally in the last election! ,Sat Jan 27 22:06:51 +0000 2018,17,,,,
"We still keep all the cash right, @GOPChairwoman? Despite what you said about Dems needing to return Harvey Weinste… ",Sat Jan 27 21:58:12 +0000 2018,18,,,,
V. Putin is very smart! ,Sat Jan 27 21:36:29 +0000 2018,23,,,,
I hire the best stooges. ,Sat Jan 27 17:14:07 +0000 2018,37,,,,
DACA has been made increasingly difficult by the fact that I rescinded Obama's Executive Order without having a pla… ,Sat Jan 27 16:57:31 +0000 2018,95,,,,
"Funny how that works, isn't it? ",Sat Jan 27 16:24:51 +0000 2018,9,,,,
Sean Hannity's Twitter has disappeared! How will I schedule my next foot massage?,Sat Jan 27 16:01:14 +0000 2018,20,,,,
"Please call your @GOP representative if you experience any of these side effects of Too Much Winning™:
- dizziness.… ",Sat Jan 27 05:33:40 +0000 2018,83,,,,
The toupee is real. The book is fake. ,Sat Jan 27 03:05:01 +0000 2018,5,,,,
The new fridges on Air Force One will cost $24 million or $23.999999999999999999999999999 million more than the pap… ,Sat Jan 27 02:23:51 +0000 2018,31,,,,
Who knew healthcare could be so expensive? ,Sat Jan 27 01:23:02 +0000 2018,17,,,,
Don't believe the Steele dossier! There's no way I would have ever had a threesome with two hookers in Moscow! I'm… ,Sat Jan 27 01:12:58 +0000 2018,64,,,,
"Al Franken was a harasser!

Anthony Weiner was a pervert!

Harvey Weinstein was a rapist!

But Steve Wynn is a Republican, goddammit!",Sat Jan 27 00:03:57 +0000 2018,54,,,,
America is open for business and we also enjoy blow jobs. ,Fri Jan 26 23:07:22 +0000 2018,75,,,,
"Thank goodness Steve Wynn is a Republican, so he can keep grabbing as much pussy as he likes! ",Fri Jan 26 22:57:40 +0000 2018,24,,,,
"RT for 🇺🇸
Fav for 🇷🇺 ",Fri Jan 26 22:47:58 +0000 2018,18,,,,
"Thankfully I got booed at #Davos for slamming the fake news""! It woke me up just in time before I started on my an… """,Fri Jan 26 18:16:18 +0000 2018,21,,,,
"Sorry to be apart from Melania on #NationalSpousesDay. But the Russian bankers"" here at #Davos2018 hooked me up wi… """,Fri Jan 26 17:04:20 +0000 2018,55,,,,
"I know it's exhausting. Why not take a break from #TheResistance and let Stephen Miller, General Kelly, Scott Pruit… ",Fri Jan 26 16:59:09 +0000 2018,6,,,,
"You're still cool with not being inspired by my 19 accusers, right? ",Fri Jan 26 13:47:20 +0000 2018,151,,,,
I have eliminated 22 regulations for every new regulation! There's never been a better time for corporate polluters… ,Fri Jan 26 13:15:58 +0000 2018,122,,,,
"I got my Ambien mixed up with my Propecia this morning. If I doze off at this podium, I've asked Steve Mnuchin to s… ",Fri Jan 26 13:11:00 +0000 2018,11,,,,
Make Lead and Mercury Poisoning Great Again! #WEF18 #Davos18 ,Fri Jan 26 12:55:56 +0000 2018,66,,,,
Make Lead and Mercury Poisoning Great Again! #WEF18 #Davos18 ,Fri Jan 26 12:53:16 +0000 2018,16,,,,
"Well, spank me with a copy of Forbes magazine! ",Fri Jan 26 12:00:52 +0000 2018,21,,,,
"It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos, Switzerland. I told hi… ",Fri Jan 26 11:21:56 +0000 2018,13,,,,
Melania just asked if she can skip the State of the Union as well as Davos. She's been offered tickets to be in the… ,Fri Jan 26 11:03:48 +0000 2018,34,,,,
#ThrowbackThursday That time I almost fired Robert Mueller last June ,Fri Jan 26 06:15:49 +0000 2018,103,,,,
People in #Davos are amazed at what a great negotiator I am! They can't believe I got the GOP to agree to abandon a… ,Fri Jan 26 05:52:37 +0000 2018,586,,,,
It's hard to keep criticizing people for being haters &amp; losers when that pretty much describes all my top advisers.,Fri Jan 26 04:15:56 +0000 2018,15,,,,
And surprisingly svelte. ,Fri Jan 26 03:48:45 +0000 2018,0,,,,
I'm not allowed to tweet about mass shootings by white people under the terms of my multi-million-ruble sponsorship deal with the NRA.,Thu Jan 25 22:16:21 +0000 2018,470,,,,
"After I get my wall funded, I'll have time to focus on the GOP plan to kill the Post Office! ",Thu Jan 25 19:09:28 +0000 2018,13,,,,
Jared will not agree to testify behind closed doors to the Senate Judiciary Committee because his testimony may get… ,Thu Jan 25 18:57:34 +0000 2018,9,,,,
"AT&amp;T laid off 4,000... Macy's 10,000... GE 12,000
Carrier's laying off 215 more
Walmart's firing thousands
Toys R U… ",Thu Jan 25 18:39:57 +0000 2018,266,,,,
"RT @kimksavesworld: The #DoomsdayClock reaches two seconds to midnight before Kim Kardashian Saves the World"" in the 2016 #Kindle Politica…""",Thu Jan 25 18:25:49 +0000 2018,5,,,,
@KimKardashian  ,Thu Jan 25 17:27:13 +0000 2018,1,,,,
"Thank you @seanhannity for your support of Mother Russia! Payment is at the regular drop off point. Remember, don't… ",Thu Jan 25 17:10:16 +0000 2018,112,,,,
Thank you @JohnCornyn for passing on my latest instructions to Neil Gorsuch! [Note to Dan. Send via DM only. Don't… ,Thu Jan 25 16:59:20 +0000 2018,6,,,,
"Let the haters walk out! If I ran #Davos, people from #shitholecountries wouldn't be allowed in in the first place… ",Thu Jan 25 16:37:07 +0000 2018,11,,,,
Its not perjury when you lie to reporters! #stablegenius ,Thu Jan 25 16:08:23 +0000 2018,7,,,,
"Kimberly-Clark, the maker of Huggies and Kleenex, is laying off 5,500 workers and using the savings from their corp… ",Thu Jan 25 15:15:50 +0000 2018,62,,,,
Early detection and rapid response are the keys to preventing millions being killed in a pandemic. But don't worry!… ,Thu Jan 25 11:51:20 +0000 2018,39,,,,
"Will soon be heading to Davos, Switzerland, to tell the world how great Trumpistan is and is doing. Don't watch any… ",Thu Jan 25 11:29:49 +0000 2018,78,,,,
Make America take #deceptively expensive” payday loans that trap those who can least afford it into an uncontrollab… ,Thu Jan 25 06:45:03 +0000 2018,18,,,,
I would definitely testify to Robert Mueller under oath. Only not about the Russia stuff. Or the money laundering.,Thu Jan 25 06:02:46 +0000 2018,42,,,,
"Republicans are trying to ban abortion with no exceptions, expect the one for the family values"" Congressman who d… """,Thu Jan 25 05:12:13 +0000 2018,87,,,,
I've asked Hope to spank me with a copy of Forbes magazine while we're in #Davos. Is that punishment enough? ,Wed Jan 24 21:11:50 +0000 2018,12,,,,
Many people are asking why I'm bringing my entire cabinet to #Davos. It has nothing to do with Switzerland's extrad… ,Wed Jan 24 18:33:08 +0000 2018,122,,,,
This is so unnecessary! We can totally trust @DevinNunes and his Russian handlers on this. ,Wed Jan 24 17:13:11 +0000 2018,5,,,,
Do I call V. Putin or do I wait for him to call me? #NationalComplimentDay,Wed Jan 24 16:59:07 +0000 2018,15,,,,
I was too busy watching Fox &amp; Friends. ,Wed Jan 24 16:56:27 +0000 2018,51,,,,
I built a great company! Very similar to Enron and Worldcom. ,Wed Jan 24 16:54:22 +0000 2018,42,,,,
"AT&amp;T laid off 4,000.

Macy's laid off 10,000.

GE laid off 12,000.

Carrier is laying off 215 more workers in India… ",Wed Jan 24 14:50:49 +0000 2018,5680,,,,
#WeirdTimeToDoTheMacarena in a hotel room with a porn star while your wife is home with the baby.,Wed Jan 24 14:14:36 +0000 2018,29,,,,
"We must never make it more difficult for criminals to buy guns, but making women drive 300 miles to a clinic's OK.",Wed Jan 24 11:25:03 +0000 2018,74,,,,
"RETWEET: If you're sick of all the #winning. 

LIKE: If you're annoyed because I made you sick and then took away your healthcare.",Wed Jan 24 04:30:41 +0000 2018,23,,,,
"Unfortunately, Melania will be unable to join me in Davos because she can't stand looking at my fat ugly face right now.",Wed Jan 24 02:45:25 +0000 2018,194,,,,
I will build a big beautiful wall and deport 11M people to MAKE AMERICA SAFE AGAIN. But I won't lift a finger to st… ,Tue Jan 23 23:26:37 +0000 2018,137,,,,
White people are really making me look bad this week.,Tue Jan 23 23:00:28 +0000 2018,10,,,,
"For every American killed by an act of terror, 1,049 are killed by guns. The only way to keep everyone safe is more guns!",Tue Jan 23 22:02:38 +0000 2018,53,,,,
The news is fake. The threats to commit mass murder by crazed domestic terrorists are real. ,Tue Jan 23 20:40:39 +0000 2018,12,,,,
Wonder Woman wasn't even nominated for an Oscar! Vanity Fair says she should just take up knitting. #OscarNoms #Oscars2018,Tue Jan 23 20:35:58 +0000 2018,4,,,,
Christopher Plummer has been nominated for an Oscar. Stephen Miller is very upset. ,Tue Jan 23 16:26:14 +0000 2018,34,,,,
Only 82% of the world's wealth went to the Top 1% in 2017. This is why my tax reform was so urgently needed! Togeth… ,Tue Jan 23 12:47:49 +0000 2018,167,,,,
"Melania will not be joining me in Davos due to a scheduling conflict."" The conflict began when her In Touch magazine arrived on schedule.""",Tue Jan 23 12:13:43 +0000 2018,165,,,,
"I am eliminating waste in Washington! Instead of a system of checks and balances, it is now all direct deposit.",Tue Jan 23 05:50:45 +0000 2018,61,,,,
Bill Clinton was a sex monster who should have resigned! But let's not turn this into a witch-hunt of all Presidents!,Tue Jan 23 05:26:15 +0000 2018,5,,,,
The government shutdown was entirely the DEMOCRATS fault! They should never have let the Republicans take control o… ,Tue Jan 23 05:04:26 +0000 2018,26,,,,
Jared Kushner is merely a low-level intern &amp; coffee boy who has fathered three of my grandchildren with a woman I hardly know called Ivanka,Tue Jan 23 04:25:53 +0000 2018,35,,,,
When you spend more on hush money to porn stars than you do on your wife's birthday present #StupidThingsCouplesFightAbout,Tue Jan 23 02:40:57 +0000 2018,59,,,,
"I am so pro-life that, since 2015, I have included a clause in every NDA I make my porn star mistresses sign specif… ",Tue Jan 23 01:55:28 +0000 2018,81,,,,
"The Trump Administration has terminated more UNNECESSARY Regulation, in just twelve months, than any other Administ… ",Tue Jan 23 01:14:23 +0000 2018,82,,,,
He completes me. ,Tue Jan 23 01:09:06 +0000 2018,182,,,,
I have a hard time deciding what I want. Sometimes I just want to watch Shark Week. Other times I want to be spanke… ,Mon Jan 22 22:30:59 +0000 2018,21,,,,
I have asked Ivanka to find me a new Chief of Staff. It must be someone who looks like her and is willing to chase… ,Mon Jan 22 20:23:57 +0000 2018,108,,,,
Where the hell is Mick Mulvaney? Now that the government is re-opening I want him to get my T&amp;E reimbursement for t… ,Mon Jan 22 20:17:19 +0000 2018,2,,,,
I'm getting worried about Sarah Palin. She just told me she thought #iRan was a workout app.,Mon Jan 22 19:07:05 +0000 2018,23,,,,
"The Democrats have no power, but they are to blame for all my fuckups!",Mon Jan 22 15:04:08 +0000 2018,79,,,,
"They may be taking my name off buildings around the world, but the Trump brand still stands for something!… ",Mon Jan 22 00:31:32 +0000 2018,56,,,,
"Thank you Evangelicals for your continued support! Together we will protect traditional marriage, traditional adult… ",Sun Jan 21 20:31:36 +0000 2018,906,,,,
I love Fox so much I wear one on my head.,Sun Jan 21 19:51:40 +0000 2018,45,,,,
Fracking is completely safe just as long as you don't light matches during the earthquakes!,Sun Jan 21 19:46:44 +0000 2018,24,,,,
I tweeted this in May 2013. Nothing's changed. ,Sun Jan 21 19:42:58 +0000 2018,26,,,,
"When you accidentally"" fuck a porn star because she looks like your daughter and ""forget"" to use a condom… """,Sun Jan 21 19:21:38 +0000 2018,37,,,,
When you spend more on hush money to porn stars than you do on your wife's birthday present… ,Sun Jan 21 19:01:44 +0000 2018,142,,,,
🚨🚨🚨 The #SchumerShutdown is a disgrace! It is time for President Chuck Schumer to show some leadership and work out… ,Sun Jan 21 18:00:02 +0000 2018,30,,,,
"I conspired with the Russians.
I laundered money through Deutsche Bank.
I got blackmailed by a porn star.
I obstruc… ",Sun Jan 21 16:34:54 +0000 2018,384,,,,
"Well, spank me with a Forbes magazine! People can't decide if I'm having an affair with Hope Hicks or Nikki Haley.… ",Sun Jan 21 15:47:27 +0000 2018,62,,,,
My message is finally getting through! ,Sun Jan 21 14:54:58 +0000 2018,98,,,,
Democrats are complicit in every murder by undocumented aliens! Republicans are only complicit in every mass shooti… ,Sun Jan 21 04:11:23 +0000 2018,53,,,,
.@SenDuckworth is such a nasty Purple-Hearted woman! Doesn't she realize the sacrifice I'm making by missing my… ,Sun Jan 21 02:48:26 +0000 2018,50,,,,
"The Trump Administration has terminated more UNNECESSARY Regulation, in just twelve months, than any other Administ… ",Sun Jan 21 01:27:06 +0000 2018,94,,,,
A Russian hooker said the same thing to me in 2013. ,Sat Jan 20 23:59:32 +0000 2018,43,,,,
The money Eric stole from the kids with cancer was the same money I used to pay the porn star to keep her mouth shu… ,Sat Jan 20 22:15:34 +0000 2018,66,,,,
"Beautiful weather all over our great country, a perfect day for all Women to March. Short skirts are best. If anyon… ",Sat Jan 20 21:42:24 +0000 2018,93,,,,
You make it sound like it's all my fault. ,Sat Jan 20 21:30:58 +0000 2018,58,,,,
Such nasty women. #womensmarch #womensmarchnyc ,Sat Jan 20 19:18:21 +0000 2018,34,,,,
And people say I've achieved nothing. #WomensMarch2018 ,Sat Jan 20 18:54:35 +0000 2018,220,,,,
Why won't the Democrats just do things my way? #TrumpShutdown #WomensMarch2018 ,Sat Jan 20 15:15:58 +0000 2018,154,,,,
We are no longer processing visas from shithole countries because we're so great we don't have a government right now!,Sat Jan 20 14:57:44 +0000 2018,31,,,,
"#My100Days""",Sat Jan 20 14:49:31 +0000 2018,31,,,,
#My100Days ,Sat Jan 20 14:35:16 +0000 2018,45,,,,
I have just been informed that the Secret Service will be unable to pay their golf cart rental fees during the… ,Sat Jan 20 13:59:57 +0000 2018,288,,,,
I have given federal employees the day off so that they too can join the protests! #shutdown2018 #ShitholeShutdown,Sat Jan 20 13:53:42 +0000 2018,33,,,,
"Thank you, @PressSec for saying that the people who caused the #GovtShutdown are obstructionist losers""! Who let t… """,Sat Jan 20 05:44:34 +0000 2018,24,,,,
Stormy Daniels just called. She says she wants to spank me again. #TrumpShutdown,Sat Jan 20 05:23:28 +0000 2018,99,,,,
#TrumpShutdown is the number one trending topic worldwide! And people say I've achieved nothing. ,Sat Jan 20 05:13:04 +0000 2018,63,,,,
"2 New Drake songs at midnight. The #GOPShutdown was #GodsPlan."" ""The #ShitholePresident needs #DiplomaticImmunity."" """,Sat Jan 20 04:58:12 +0000 2018,11,,,,
How do you top the least productive first year of any president ever? I found a way! #TrumpShutdown,Sat Jan 20 04:37:04 +0000 2018,52,,,,
When Obama was President and the Democrats controlled Congress in 2009 and 2010 they were so focused on creating jo… ,Sat Jan 20 04:07:57 +0000 2018,106,,,,
We are finally saying Merry Shutdown again! #TrumpShutdown,Sat Jan 20 03:39:46 +0000 2018,271,,,,
When you put it like that. #TrumpShutdown ,Sat Jan 20 03:37:42 +0000 2018,23,,,,
Many people are calling it the #TrumpShutdown. Ridiculous! Nobody should blame the President for something like thi… ,Sat Jan 20 01:34:29 +0000 2018,212,,,,
🚨🚨🚨 President Schumer is fucking up BIGLY! RT to tell him to work with Speaker Schumer and Senate Majority Leader S… ,Fri Jan 19 23:26:18 +0000 2018,87,,,,
"Donny, Jr. was wondering where all the accounts he retweeted in 2016 had disappeared to. ",Fri Jan 19 23:09:13 +0000 2018,16,,,,
"Jesus saves, but Christian"" doctors may just watch you die """,Fri Jan 19 17:57:56 +0000 2018,8,,,,
#FlashbackFriday Remember when I promised to end loopholes for hedge fund managers? And you guys all fell for it! T… ,Fri Jan 19 15:44:24 +0000 2018,36,,,,
Every child in America should have the opportunity to achieve the American Dream of appearing on the cover of a maj… ,Fri Jan 19 14:35:56 +0000 2018,41,,,,
"No party that controls the White House, the House and the Senate has been so fucked up that it allowed the governme… ",Fri Jan 19 13:43:33 +0000 2018,31,,,,
No Americans will accept the shithole wages Eric's paying! ,Fri Jan 19 13:38:26 +0000 2018,15,,,,
"No party that controls the White House, the House and the Senate has ever succeeded in shutting down the government… ",Fri Jan 19 07:37:30 +0000 2018,266,,,,
We are finally saying Merry Shutdown again!,Fri Jan 19 07:20:29 +0000 2018,25,,,,
"After Mark Cuban beat me out for the role of President in 'Sharknado 3,' I was so depressed I booked a hotel suite… ",Fri Jan 19 05:24:05 +0000 2018,18,,,,
Many people (e.g. @maddow) are saying the latest Fusion GPS testimony reads like a spy novel. I say it's like my Ju… ,Fri Jan 19 03:46:39 +0000 2018,6,,,,
I have picked more judges than any international money launderer in history! #winning ,Fri Jan 19 02:34:51 +0000 2018,30,,,,
It's all @MittRomney's fault! #FusionGPS #SaltLakeCity ,Fri Jan 19 01:21:08 +0000 2018,9,,,,
"My lawyer Ty Cobb is very worried that Bob Mueller may be setting a ‘perjury trap' for me, otherwise known as askin… ",Fri Jan 19 00:53:05 +0000 2018,28,,,,
"After all this winning, I'm thinking I might shut down the government for a few days. Take a little vacation. Maybe… ",Fri Jan 19 00:12:29 +0000 2018,317,,,,
I only read Forbes for the interviews!,Thu Jan 18 23:00:45 +0000 2018,13,,,,
Many people are saying the #FakeNewsAwards were such a YUGE flop that it's only making people more aware of how muc… ,Thu Jan 18 17:25:22 +0000 2018,3,,,,
The University was a scam. The Foundation was a fraud. The Casinos were simply a money laundering operation. And th… ,Thu Jan 18 16:44:54 +0000 2018,42,,,,
"CHIP should be part of a long term solution only. Until then, no healthcare for the little crumbsnatchers! #TrumpShutdown",Thu Jan 18 16:32:57 +0000 2018,5,,,,
A government shutdown will be devastating to our military... if only there was a dealmaker in the White House willi… ,Thu Jan 18 16:30:31 +0000 2018,181,,,,
I'm too smart to pay taxes. You never know when you'll need that cash to pay hush money to a porn star. ,Thu Jan 18 15:12:33 +0000 2018,36,,,,
We are 48 hours away from a government shutdown! I rejected a #DACA deal after promising to sign it! We've cancelle… ,Thu Jan 18 05:40:27 +0000 2018,147,,,,
I am very eager to talk to Robert Mueller! As long as all he he wants to talk about is me banging porn stars. ,Thu Jan 18 05:35:03 +0000 2018,31,,,,
Every time I talk to V. Putin he tells me what a great job Rex Tillerson is doing! ,Thu Jan 18 04:43:57 +0000 2018,19,,,,
"The porn star I fucked without a condom 4 months after Melania gave birth is real! She blackmailed me, too, but Eri… ",Thu Jan 18 03:27:31 +0000 2018,489,,,,
And that concludes the #FakeNewsAwards.,Wed Jan 17 23:22:00 +0000 2018,3,,,,
"When you're a star, they let you do it without a condom.  #MAGA #CCOT #TCOT #FamilyValues #RawDoggin",Wed Jan 17 20:59:08 +0000 2018,52,,,,
"I'll be too busy to golf.

Mexico will pay for the wall.

Everybody will be covered.

I've never had any complaints… ",Wed Jan 17 20:15:51 +0000 2018,86,,,,
"Keep wishing #BettyWhite a Happy Birthday!

Can you believe what Jeff Flake said about me?

Make sure you catch tha… ",Wed Jan 17 18:41:42 +0000 2018,24,,,,
"Jeff Flake is WRONG! I am nothing like Joseph Stalin who was 5'4 and 165 lbs. I'm much more in the mold of 6'3"" bu… """,Wed Jan 17 18:09:13 +0000 2018,11,,,,
Eric Trump knows I only see one color -- green! ,Wed Jan 17 17:55:35 +0000 2018,39,,,,
"I rejected the bipartisan #DACA deal that I promised to sign! You can't blame me for that, right?",Wed Jan 17 17:06:09 +0000 2018,7,,,,
"@elbravo_47 """,Wed Jan 17 05:35:46 +0000 2018,32,,,,
"As Dr. Ronny Jackson said, the secret is my incredible genes. ",Wed Jan 17 05:28:01 +0000 2018,77,,,,
"I'm a billionaire with normal sized hands and I weigh 239 lbs. and no you can't see my taxes, borrow my gloves or w… ",Wed Jan 17 05:18:07 +0000 2018,135,,,,
"According to Dr. Ronny Jackson, I'm not cognitively impaired. I'm just evil. Sorry, poors! #MAGA ",Wed Jan 17 03:25:57 +0000 2018,18,,,,
Dr. Ronny Jackson tells me I have the cognitive abilities of a money launderer half my age!,Wed Jan 17 03:12:08 +0000 2018,68,,,,
There was no collusion! I just don't want Steve Bannon to tell Congress that. It spoils the mystery. ,Wed Jan 17 01:45:03 +0000 2018,10,,,,
Can you believe it's January 16th and I'm still writing STORMY DANIELS on all my checks?,Wed Jan 17 01:41:04 +0000 2018,179,,,,
I scored 30/30 on the Montreal Cognitive Assessment! Here's how I completed the geography question: ,Tue Jan 16 21:26:05 +0000 2018,80,,,,
Dr. Ronny Jackson did not check me for bone spurs. They haven't troubled me since they miraculously healed the day the Vietnam War ended!,Tue Jan 16 21:03:39 +0000 2018,352,,,,
Just got a call from Woody Allen asking me if I knew anyone still willing to work with him. I gave him Paul Ryan's number.,Tue Jan 16 20:14:00 +0000 2018,41,,,,
"My approval rating with Black Americans has doubled, believe me! ",Tue Jan 16 17:17:00 +0000 2018,11,,,,
There are fewer massive erections with my name on them than there used to be. SAD! ,Tue Jan 16 17:03:49 +0000 2018,13,,,,
"Don't get too close! After our latest kitchen inspection, the health department has designated #MarALago as a shit… """,Tue Jan 16 15:47:21 +0000 2018,13,,,,
It is time to replace the visa lottery system with a genetic lottery system! If you're white and have a rich daddy… ,Tue Jan 16 15:30:25 +0000 2018,29,,,,
Only I can fix. ,Tue Jan 16 05:52:51 +0000 2018,10,,,,
I have a special laundry room in the Trump Tower basement for the really toxic money ,Tue Jan 16 05:40:17 +0000 2018,21,,,,
I know from shitholes ,Tue Jan 16 04:28:38 +0000 2018,53,,,,
I'm the least racist person who ever ran a full-page ad calling for the execution of 5 minority teens who may have… ,Tue Jan 16 03:28:01 +0000 2018,45,,,,
I cancelled Obama's Executive Order on DACA so I don't even need Congress. I could just do another EO to put it bac… ,Tue Jan 16 01:58:37 +0000 2018,88,,,,
"If Dicky Durbin just wants to treat me to a Big Mac and an ice cream sundae, we could have this DACA deal done by t… ",Tue Jan 16 01:27:05 +0000 2018,19,,,,
What did Rupert know and when did Rupert know it? ,Mon Jan 15 23:31:45 +0000 2018,13,,,,
Wendi Deng Murdoch was working for the Chinese while dating V. Putin! Never trust a Murdoch!! ,Mon Jan 15 23:11:21 +0000 2018,83,,,,
Don't you feel safer now? ,Mon Jan 15 21:05:05 +0000 2018,82,,,,
"The failing New York Times will have to issue another apology to its readers! Its so-called Definitive List"" list… """,Mon Jan 15 20:45:02 +0000 2018,23,,,,
"If you're wondering where I got the $130,000 to give to porn star Stormy Daniels so she'd keep quiet about my adult… ",Mon Jan 15 20:33:21 +0000 2018,375,,,,
I'm the least racist person you could ever meet! ,Mon Jan 15 20:21:58 +0000 2018,22,,,,
.@whoisgarylee and why do people like him more than me? This is very upsetting! ,Mon Jan 15 20:13:41 +0000 2018,3,,,,
"How did Obama get 177,000 RTs when my #MLKDay tweet only got 9,000. Not fair! ",Mon Jan 15 19:07:43 +0000 2018,18,,,,
"I am the least racist birther an uppity, ungrateful son of a bitch like you could ever hope to interview!  #MLKDay",Mon Jan 15 19:05:57 +0000 2018,14,,,,
Dr. King's dream is your dream. It is the American Dream. It's the promise once stitched into the fabric of our Nat… ,Mon Jan 15 16:46:56 +0000 2018,21,,,,
"I have a dream, too. #MLKDay ",Mon Jan 15 15:56:58 +0000 2018,17,,,,
Happy #MLKDay! Why won't Democrats give white supremacists what they want so we can have a DACA deal?,Mon Jan 15 14:03:00 +0000 2018,26,,,,
"I believe marriage should be between one man, his third wife, and as many porn stars he can get into his hotel room… ",Mon Jan 15 03:27:30 +0000 2018,2413,,,,
